User,Comment
@PUTRA66666,"yang melambung cina cina cina....
apakah tempat pencucian uang ?"
@LELUHURvoidgod,Semua pemain trading n pemuja timoty. Nggk akan trima klo trading di bilang judi. Aq lebih percya omongan bennix sih
@om_jay7,"Dia kaya dari jualan kelas, plus manfaatin membernya buat exit liquidity + kontroversi manta, dll"
@AndiLanting,Seret anjink fufufafa terlebih dahulu tak usah fitnah kemana mana
@bobo22-1,reng di goreng reng di goreng wkkkk... siapa di sini yang cita citanya pengen ngeliat timothy manut manut minta maaf?? komen di bawah wkkk
@Adit-sk3ts,asik nih bahas timboty
@Neuropathica,"Plot twist: timoti bayar beberapa orang termasuk skyholic dan  kamar jeri untuk mengangkat namanya 😂.

Secara nama dia akhir2 ini sudah mulai tenggelam . 

Inget dia pernah ""beli kopi 80k"" dan dihujat netizen, andai waktu itu gaada yg peduli dg ""kopi 80k""  namanya tidak sebesar sekarang"
@supporterke1229,Memang timothi ndas konto##lll
@masfebb_2516,INDRA KENZ COMEBACK kayaknya 😂😂😂
@aquaticmania006,Saya sudah unfollow dia bang dari dulu karna ngomong nya ketinggian tanpa pakta
@gali.official150,Ada yang sepemikiran ga kalo skyholic itu anaknya pak PURBAYA😁
@welcomeNevadaMusk,"Sebagai lulusan sarjana pendidikan dengan fakultas universitas saya memiliki guru besar/profesor terbanyak di Indonesia 20tahun lebih memperjuangkan pendidikan di negeri ini seperti tidak mendapat support dari negara...negara ini sengaja dibuat bodoh, sehingga pengganguran banyak dibuatlah ormas"" agar suara lbih murah dibeli..nggk salah Timonty jualan kelas, ilmu bisa didapat darimana saja, apalagi jaman sekarang ada AI, kalau mau ilmu yg berkualitas dan terstruktur emang harus bayar, buang kontroversi ambil plajaran positifnya..."
@diazghezzalthalib5171,"Sudah ku duga, capek"" kerja keras hanya untuk bermain crypto yg entah systematic nya gmana bahkan system elektronik itu bisa rusak dan bisa error, orang kerja keras aja belum tentu kaya dengan instan krna pasti ada pengeluaran dadakan, entah sakit atau apapun itu, not for crypto، smart work and effort"
@jaditau11,"yang dia maksud sistem belajarnya, bukan sekolahnya yang bermasalah, dia bangun sekolah dll, pake sistem yang menurut dia itu tepat."
@alkindixylarean3941,"Skyholic punyanya indra kenz, jadi jangan percaya, dia mau narik member lagi"
@AndiLanting,Makan Babi Gratis dolo biar pintar
@farozi1140,gila iklan lo 3mnt ga bisa di skip
@atharizfamily5256,"BAHAHA PENGIKUTNYA PADA SOMBONG BGT, KALO KITA NGATAIN JUNJUNGAN SCAM . DI RENDAHIN ABIS ABISAN TERYATA MANA PENGIKUTNYA TIMOTY"
@KamalbisnisCenter,Calon jadi temen. Indra kenz😂😂😂. Liat aja 10.2026
@RNGREDID,Bang jer ati² di grebek penyembah timonnn 😂😂
@LELUHURvoidgod,Kasih timoty modal 10 miliar dan suruh mainin trading. Kasih waktu 1th. Pasti ludes uangmu. Krn apa? Ya krn dia itu bintangnya crypto indonesia. Dia di kasih duit sma mafia crypto atau trading.
@NoviantoTedy,"STOP BELI KRIPTO, itu bisa membuat kehidupan kita semakin sulit karena uang keluar dari negara dan mengurangi perputaran uang di dalam negara."
@art-knight,"mau kaya tuh kerja !! jangan ngakalin orang lain, kayak pejabat aja aowkwkwk"
@Shefhard,Orang2 Dalam dunia kaya gini pola pikir nya adalah klo untung diem2 bae klo rugidi bilang penipuan
@AndiLanting,Goblok yg  beli kelasnya
@gmpmoba5686,penjarakan timoty  hukum seperti indra kent
@DopirlengCeleng,"tidak ada yang istan kecuali mie gelas kawanku, jika cryipto emang bisa menghasilkan, mungkin utang negara bisa terselesaikan wkwkw"
@EsaVony,Gak tertarik motivasi timoty udah kata2 nya kasar 😅 tp aku tertarik dengerin jerry
@rumiatisan7060,tapi bener sih klau sukses bukan karna skolah tinggi  .tapi bukan berarti sekolah gk penting .pengalaman hidup adalah kuliah terbaik
@hinoranger500,"Intinya kalau main bitcoin itu pake duit dingin jangan pake duit panas, dan harus tau ilmunya serta paling wajib jangan terlalu berharap lebih dan harus iklash (istilahnya: hanya iseng iseng aja)"
@ryo3241,"Ada lagi benic, andrey, dll yang hobi jualan kelas adalah sampah.. penipu modern"
@yaf_ok2051,Dari dulu gk pernah sama sekali tertarik sama crypto karena otak saya kaga nyampe.
@rulieramadhan9071,"investasi yg nyata itu bisnis properti, contoh loe beli tanah, rumah, ruko dll.. setiap tahun harganya pasti naik gk pernah turun, mirip siklus harga emas"
@nothnoute6049,"Influencer kek timothy mah mang taek, giliran rungkad bilangnya cmn saran, giliran bener sok2an goblok2in org kenapa ga ikutin dia, better lu tinggalin dah, belajar sendiri dalam diam, kl emang itu jalan lu, pasti lu bakalan nemuin"
@repostertv7961,"Saya belum pernah satu pun Nonton Video nya dia, malah tau dia ngatain org gym bodoh dr YT short akun lain, soalnya saya ga pernah percaya motivator apalagi motivator crypto 😂, saya belajar crypto otodidak walopun sampe sekarang msh belajar, dari pada Nonton Video si Tymothi mending Nonton Podcast Lawak 😅"
@p1ndad444,"Semakin jelas perbedaan IQ seseorang disini, gw dukung Timothy"
@wahibstube1502,Bukannya udah lama kasus ini? Kok baru dibahas bang
@MohamadDaniSaputro,orng bodoh mana yang hold saham 11jt lembar BBCA 😂..orang yang namanya di kelas ya belajar kriptografi itu ilmu terkait keamanan data lho ..gw GK kebayang aja org yg ngikuti kelas nya masa iya rugi terus kalau kayak gitu lu di kelas tsb ngapainn?.?
@SuikoSui,"Lagi nyari komen ""mclaren lo warna apa bos"" disini, tp gk ketemu wkwk"
@kelincisubang5295,Itu adalah utusan Satoshi Nakamoto
@FajarKusuma-qj9ru,"Tibothy kaya dari jualan kelas, ditantang boxing vs bang canggih fitra nggak berani"
@Work-o4l,Hati hati bang Chanel lu di serang buzer
@suryaputri6710,ALLAH TIDAK MENYUKAI MANUSIA SOMBONG❤
@hams999_,sumpah lu pada bego banget wkwkk nonton vidionya jangan potongan doang miris hahah
@entitasofficial,Dari dlu kali bang😅 apalagi kita harus sadar diri agama kita Islam menurut gw yang begituan haram
@erhantriono369,"dari pada beli bitcoin, beli etherium lebih aman.. saya jamin 1.000 %"
@Yogi_Ardian,Kalian percaya enggak kalau gua skyholic ?
@wongtakol3085,Bukanya dia bundir ya?😅
@clippersatuan,Semua akan indra kenz pada waktunya
@RONALDRONALDDAVE,Disinilah. Kita bisa membedakan mana pintar dan mana bodoh ?       Pendapat gw.. klu gw suka timoty..    masalah ajakan atw bukan. Hak masing masing.  Skrg giliran market turun. Salahin timoty.  Pas market naik.   Diem aja ga ada suara nya.     Kelas berbayar. Itu pilihan. Mw ikut mw kagak.   Klu ikut bayar pun.  Ada bnyak ilmu yg didapat.  Sejarah.  Bisinis .  Dan ekonomi . . .. ya klu ga mw ikut.   Ya silahkan...  Klu kalian bilang crypto judi ?  Naik turun.    Trus sah@m naik turun apa ? .    Yg like pendukung timoty .   Yg dislike. Pembenci timoty.   ..   gw aja kagak ikut kelas nya.  Gw cuma ikutin borong btc nya.  Gw udah cuan 2x..
@Solikin-g6j,Aku sudah mengendus 😂😂😂😂😂
@dewimaliki-r9y,"klo bisnisnya g tangible, sy kok sll curiga dnegan yang namanya: MONEY LAUNDRY."
@box.m.r.a,"ada lagi bang, kata dia orang yang mengisi tanggal merahnya dengan liburan itu g*bl*k"
@Taifur-e6d,Konten lu juga nggak berguna bang.. wkwkwkwk
@korelberguzar3086,"crupta crypto crupta crypto tai,si cina di dngr,agen judol,promosi judol"
@prlchannel01,gua curiga lu skyholic bang kwkwkwkw
@audiopodscastid,@leonard timothy m4ti kau😂😂😂
@cat_game14,"hahah akhirnya kejatuhan cripto udah di mulaiii di indonesia . kan udah di blang berapa kali dia itu kaya andrew tate tapi fersi indo dan orang masih percaya.masih percaya kalo kuliah itu scam? ingat guys ilmu dan kerja keras itu kuncinya bukan motifasi yang haya hidup abis itu pergi ingat jangka panjang guys bukan jangka pendek yang hidup dari viral dan relefansi. andrew tate aja awalnya kaya dia tapi akhirnya end up di penjara karena human trafic, dan scam cripto university atau jack dorotty cumen karena fame dia dropout kuliah dan kerja di yt dan sekarang dia a jatuh karena controversi dan rage bait . jangan sampai timoti kaya gitu lebih baik tobat sekarang sebelum berakhir kaya andew tate atau jack."
@mogankyo,"Sekolah scam tapi dia bikin sekolah itu simpel, karena dia mau melakukan scam yg dia bilang, wkwkwk canda

Kalo dibilang kaya emg dia kaya sih, tp menurutku gak sekaya itu, msih banyak yg lebih kaya, malah lebih meyakinkan si andre hakim sih dari pada dia, atau yang bener2 buka porto untung milayaran kek koh hengky, tapi ya gak semua org bisa kek mereka, mreka itu cuma berapa biji dari ratusan juta penduduk indonesia"
@baguspriambodo5418,"Gue fans Timo, hampir sering nonton kontennya, baik yutup atau postingan clippersnya di medsos
Emang buat naikin motivasi dan moral (moril) buat bangkit sih ngadepin masa depan yang gile bener.....(btw Gue InsyaAlloh sekolah tinggi, sejauh ini masih Strata-2 sih, Adek Gue lagi doktor dan Kami dari keluarga ekonomi menengah ke bawah)

Gue gak main crypto, gak bitcoin dll (biar makin jelas, gue gak melulu ikutin atau jadi followers total beliau)
karena emang murni gue seneng sama ilmu dan motivasinya

Sejauh ini Gue pilih buat lakuin praktek investasi di Saham dan Emas, dan yak Gue juga udah influence adek-adek Gue dan Isteri gue buat terjun juga ke market stock (saham)

Itu sih, makasih banget ke Timo, Kalima, Andry Hakim, Radit, & Influencer lain yang ngasih banyak ilmu soal investasi

buat yang ngerasa jadi korban AC, semoga ada jalan dari Tuhan buat dapet rejeki baik lainnya
Tapi emang agak aneh kalo ngerasa ketipu, tapi secara sadar terjun buat daftar dan coba praktek di crypto

Menurut keyakinan Gue, harusnya selagi masih hidup dan berakal serta didukung iman (spiritual)
gak perlu ada yang ngerasa ketipu kok, ambil aja ilmu dan motivasinya, sisanya lu eksekusi ke investasi yang emang lu cukup mapan ilmunya
dan lagi lagi menurut keyakinan Gue, jangan bego-bego amat buat salah nyemplung terus nyalahin orang atas kegagalan Kite

Investasi leher keatas, otak diisi, iman terus di charge
Semoga Tuhan selalu membersamai niat baik kita semua untuk sehat dan sukses, serta menjadi kebermanfaatan buat sesama
Aamiin Aamiin YaRobbalalAamiin

Satu lagi kritik buat Bro konten kreator, 
Influencer investasi gak ada yang ngajak buat kaya cepet kok
gak ada janji janji surga
narasi videonya tolong direvisi ye Bre hehe
SubhanAlloh
Sukses selalu"
@audiopodscastid,timoty laporkan ke polisi😂😂
@syahroni1997,Awass buzzer haha
@katrox947,"Semakin banyak yg rungkad,timoty ,Rey dll akan senang,karena mereka dapat uang..😂😂😂😂😂"
@NovelaAbigail,"Keren sekelas youtuber besar seperti kamar jeri menyatakan timoty Ronald ngajarin kaya cepat dan simpel
Hebat jeri

Padahal timoti jutaan kali bilang kaya itu ga mudah wkwk"
@juvemuse,milyarder kok jualan kelas??😂😂
@IrfanMaulana-so3yw,Bagi orang kaya kegagalan usaha adalah pelajaran karna bisa di ulang berkali kali. Tp bagi orang gapunya. Kegagalan dalam usaha bisa jadi Adalah kehancuran.
@idungGEDE,"jika para influencer suruh beli2, berarti dia siap jualan
gitu aja resepnya, dari dulu 
maka cerdaslah drpd cuci piring nyebokin kotoran influencer"
@aldohlmr3678,"Banyak informasi yg salah disini,  timothy ga ngajak org"" jadi kaya"
@katrox947,"Crypto itu judi berkedok investasi 😂😂😂,mending kalian investasi usaha yg pasti"" dan ada bentuk fisiknya ya..."
@mariyantomuhammad6338,"Logika aja, kalian kalkulasikan aja 3 tahun mesikpun All in 4 atau 5 miliar, atau 20 Miliar dah di Bitcoin dalam jangka waktu 3 tahun, pada tahun 2020 sampe 2023 kira2 portofolio lu bisa nyentuh 1 Triliunan gak...?"
@Smart12388,"Fillingku timoty modelnya seperti RK, lihat endingnya saja, karena biasanya orang bener sama orang nggak bener terlihat beberapa saat kemudian, semoga tuhan segera menunjukan dia baik atau buruk"
@AL-GHIFARIY,mantap akhirnya di bahas
@humansnature,"Jual ilusi, coba kalau tidak ada member"
@iaachannel,"Mungkin maksud timoty tuh, sekolah itu ga perlu tinggi2 , sukses ga harus sekolah tinggi,gitu mungkin maksudnya"
@IrfanMaulana-so3yw,Banyak sekarang orang sok bijak... Sok smart. Yg kejebak yg ga mikir.
@aylatifany1998,Crypto dan bitcoin akan kembali ke 0 suatu hari nanti
@masfebb_2516,yang nuntun bodoh karena mereka sudah di bodohi sejak awal...orang waras mahhh modal 17jt belajar sendiri trading sendiri...
@sasashaista,"emang percaya kalo Indra kenz dipenjara? Coba cek aja dah..., si dony salmanan aja keluyuran,,,, ingat kata pak mahfud MD gimana hukum dinegara ini"
@alwyn0403,"belajar dari pengalaman hidup tidak ada orang kaya yang mau orang lain jadi kaya seperti dia. mereka pada dasar nya adalah serigala berbulu domba, dan kenyataan bahwa serigala butuh domba untuk bertahan hidup tapi domba tidak perlu serigala untuk bertahan hidup kan. be smart guys...🙏"
@JeniferLee-x4k,Kalau dia gak nipu kenapa nama pemilik perusahaan academy crypto punya dia pemiliknya bukan lagi Timothy dan kalimasada malah di ganti nama orang lain😂😂😂
@ngkallbinance,"aneh juga ya, dia bilang netizen indo gampang di giring opini nya, padahal dia sendiri yang lagi menggiring opini, nyerang ke arah si timothy... qkqkqkqk, dari sini aja udah bisa dapet kesimpulan..."
@anjarbudiutomo2607,Sekolah or Yayasan? waktunya Cuci... cuci... cuci... wkwkwkwk
@taqimtaqim5207,"Enak banget kalau ngengerin kata² yg penuh motivasi 
Apalagi dari² mereka² yg kek gampang bnget cari duit
Tpi ya sudahlah buat gue yg hanya kuli 
Mungkin sdah ditakar rejeki setiap orang
Syukuri aja apa yg ada
Salam sehat bang der"
@k_ditha,"Bang jef bahas keluarga spanyol yg jd korban tenggelam d labuanbajo dong, kesian😢"
@iinrasman7131,"yg lagi ditunggu2😂,,di bodoh2in mau saja😂"
@Anak_desa0307,Maaf saya gk ikut kls timothy... tp ikut beli btc di harga 400jt an... alhamdulillah lah udh tp di bln november
@ratnabebe-k7m,laporin aja lah biar di usut kaya indrakenz
@Nuurungji,drama jeruk teriak jeruk 😂
@JotDota,Klan Kong ...masih ada dendam ma doi...gegara si kenz masuk prodeo😅
@rivaialbukhori13,"Orang yg banyak duit tuh pasti mudah dipercaya banyak orang, hal seperti kyk gini bisa dimanfaatkan sama orang2 kyk cimoci buat ngebego2in bnyk orang, yg dibegoin? Ya percaya2 aja sama orang yg banyak duit mah"
@zipzikin7084,"😂😂😂
Udahlah Para Cindo Ujung Ujungnya Copy Trade

Karena Tidak ada siapapun😂😂😂 yang bisa prediksi Markets"
@SamsungZ4-xn7cb,kaya dari jualan kelas....muridnya juga goblok
@heydude8616,"muka nya disensor emg sejorok itukah muka nya timoti😂

tp emg jelek sih"
@MuhammadAli-oh6ni,"team yang dengerin bang jery buat temen makan tapi makan udah abis kita baru selesai di pembukaan, setelah makan lanjut sampai vidio habis wkwkwkw"
@NoizeClip,"temen gw yang suka bahas2 crypto belajar sama orang ini aja gw jauhin jing saking malesnya wkwk, btw gw gk pernah percaya aplikasi yang bisa ngasilin duit tanpa sebuah jasa"
@ThoNow001,"Dia kaya, elu enggak😂 kok ada org ngaku kaya tapi gembar gembor jualan kelas"
@dwiaprilius9079,"Enak ya bisa mengkomando orang2 berapa puluh ribu untuk beli dan hold
Tinggal dia masuk dulu
Perintahkan member beli
Tarik dulu 
Rungkad dah itu semua

Yang terpenting
Jangan gampang tergiring apapun

Pada dasarnya orang bisa sukses dengan cara bersaing dan memenangkan
Dibalik kemenangan ada kekalahan
Dibalik citra yang ditampilkan bisa jadi tidak sebaik itu

Kalian semua gak tau data atau semua yang dilakukan untuk mencapai titik mereka
Cuma mendengarkan narasi
Jadi jangan gampang tergiring guys"
@warsimitra6395,dr awal liat timothy maaf muak  😂😂 udah kliatan arogansinya. gak respect sama sekali. muak mo muntah rasanya
@Sanzenjoy_Gameing,"Jellas sih orang2 dari indra kenz
Tau sendiri kan paris pernandes aja di kirim usdt tuh ama sky holik  .

Lu2 tau kan gmna deket nya paris ama indrakenz 😂"
@KrisnaMukti-q7f,member 1org 17jt tinggal dikali aja tuh brp org member ny... auto kaya jualan omong doang😅😅
@GudangMediaVIP,Yg bener2 suhu Astronacci soal keuangan pasti di kuliti sama astronaci
@immanuelyeremia1109,"Bahlil aja kaya tapi nggak ngajak2 orang laen kok😂Nggak koar2 punya fulus berapa😂Nggak posting dia punya mobil apa😂Bahkan bisnis aslinya apa banyak yg nggak tau😂...sekelas Bahlil aja cara maennya kayak gitu lhoooo😂
WOOOIII...NJIIIRRRR
..ENTE SEMUA TAU BAHLIL KAN?😂"
@joypyrlo,31:29 ada gitu pacar kandung 😅😅😅😅😅
@manusia-kuat1,JADI NIPUNYA DIMANA bang ?
@musaireno5573,Baju Shopee menunggu
@yudangaming5036,liat endingnya aja.
@kayangankchanel7609,kalau dia sukses itu karena nasib dialah yang membeli btc disaat harga btc saat itu hanya jutaan ..yang jelas nya siapa yang membeli btc diawal dialah yang kaya
@theeaglest9982,Yang nyerang Thomoty R adalah para sakit hati bermental miskin
@louisegeraldoputrapribadi,Pingin jadi orang sukses dan kaya ya harus bikin usaha yang halal dong😊
@rozakipml8869,"MEMBER ADALAH PASIEN,,😂😂😂
ADA YG DI UNTUNGKN PSTI ADA YG DIRUGIKAN,,,
YG JLS  SALING MERAMPOK DIRUMAH PERAMPOK,,😂😂😂
INTINYA HARUS KRJ,,LOW PNGIN PUNYA UANG,,
TARUHAN BERKEDOK CRIPTO,,,😂😂😂"
@Danang7777,Crypto sama aja judi yang di bungkus rapi nggak sih 😁
@GudangBawang5,tempat dukung Timothy
@AndrewKesuma,kalau gua jadi timoty gua ganti kerugian member coin manta karena fakta yang menyebabkan  rugi member adalah timoty dan kalimasada
@restfirman,Aderay nantang mma katanya
@arierpratamaa,Kalo dari bukti jejak digitalnya sih kemungkinan besar ya si indra kenz atau orang terdekatnya 😂
@AndiLanting,Ini negara maling teriak maling
@RohidHidayat-g6z,"Saya mengikuti Timothy udah lama
Di videonya sering bilang klo pengin kaya bukan cuma dari crypto
Tapi bisa dari jualan apapun, belajar ai kuncinya fokus
Liat videonya dulu baru komentar"
@andriedasilva,Ujungnya kaya indra kenz dan doni salmanan. Banyakkk omong😅
@agpagp2974,"klo hata gw account yg bernama skyholic ini masih timotyronald , su'uzonnya dia sedang bermain sandiwara yakinlah gess , sejenius jeniusnya manusia , klo bawa bangke meski di tutup rapet ttp bakal kecium sedikit-demi sedikit , semua akan terbukti kebenarannya , apakah si timoty ini penipu seperti orang² bilang , apa cumah isu hanya untuk meramaikan kembali , ratting yg berbicara gesss 😅"
@GemoyJesi-t4w,"Chanel yg PGN nimbrung berita viral dan berdalih berdasarkan katanya atau Brita,kocak kocak😂😂😂"
@FaridRizky-c7t,Timoti timoti 😂
@adyirawan1220,Biasa nya orang sombong akan jatuh sejatuh² nya
@venoza808,ga jauh beda sm influencer broker yg lain dia cuma afiliator
@retnaeni3179,lbh pcy ikuti berita2 yg dibahas disini .ketimbang timoti😂
@ahmadsyahid7605,Orang sombong akn menerima akibatnya
@fatihal-hakim6472,"Yang gw bingung dari bahasan chanel ini nipu nya dmn ??
Kaya gak ada bahan aja bahasanya ga jelas apa udah dapet kue nya skyholic ? 
😅😅"
@muhammadhanifalghifari6488,"Kebetulan Timothy duitnya banyak buat bangun bangun sekolahan kek TK, SD, SMP, SMA. Naahh buat kalian yang kebanyakan hate comment Timothy kalian ga usah join kelasnya dia kalo emang merasa rugi bagusnya balik masuk ke TKnya aja yang udah dibangun sama dia biar dilatih cara berpikir pake otak yang baik itu gimana karna rata2 yang komen disini IQnya ga sampe ke apa yang dimaksud oleh Timothy dan kebanyakan menelan omongannya mentah2. Memang orang yang baik2 itu rata2 dibenci banyak orang/banyak hatersnya, Orang dengan niat baik mau mendidik masyarakat Indonesia supaya jadi lebih baik lagi kehidupan kedepannya malah di judge ngajakin cepet kaya, sejak kapan doi ngajakin kalian semua cepet kaya? Dari situ aja emang gabisa nangkep pantes Timothy suka goblok goblokin orang karna emang lu pada aja yang kagak nangkep dan nelen omongannya mentah2 pantes disebut monyet memang"
@dwiki011,ngapain jg Timothy diikutin dia itukan bosnya buzzer  pemerintah
@RifanLinda,Pantesan Raymond hatinya bersih dan akhirnya keluar dari lingkarannya
@mustofamuktiibrahim5798,"dari 2023 yang beginian udah banyak, dan gak ada satupun yang terbukti dan naek ke hukum sampe sekarang. Yang overhate ke AC tuh dah gak ke hitung banyaknya, dan ya semuanya berakhir cuma jadi cuitan berisik di internet. ya silahkan kalau kalian emang sebenci itu silahkan gugat lewat hukum,  gw dan kami para penggiat crypto gak peduli juga"
@oyyaputri9968,"please gosah pasang poto nya TR, gue lg makan pen muntah anjaii,"
@AdolfusFono,"Bodoh, masa guru yang ngajar anak,  ketika anak gagal guru yang dipenjara."
@abdur-ec1to,"Itu akun²bazer bang sengaja di bayar,karna orang²di atas gak suka sama timoty,karna apa yg di omongin timoti itu berbahaya buat orang yg di atas,orang atas takut kesaing sama ritel biasa😂"
@FounderUhuyy,"Gua terjun di dunia kripto dari tahun 2015,tapi saya tidak buka kelas harus bayar segala, malah saya kalo ada yang mau belajar ayo aku ajarin tapi cuman orang-orang dekat gua  doang."
@AyyWulandari-y5b,BTW indra kendz brpa th sih d penjara?
@Mega38-Cari-Di-Google,Akhirnya ada yang berani speak up secara kolektif. Kasihan banget mereka yang sudah pakai uang tabungan atau uang panas karena termakan janji manis. Semoga ada titik terang buat para korban! ⚖
@AnggungMania,"Mau kaya ya kerja usaha dagang dll, jgn main trading crypto slot dll"
@rudimsi5341,Menjadi misteri belum ada tau kejadian pada Timothy Ronald aset kekayaan sebenarnya bukan hasil investasi kripto maupun saham melainkan ada sesuatu yang paling ditakutkan kepada publik?????...😮😮😮
@Aspirasirakyat07,"Saya sarankan sih para member yang emang benar merasa di rugikan sama Timothy apa lagi jika ada bukti yang bisa di pakai untuk proses hukum ya tinggal laporkan saja, 
Terus buat akun skyholic, jika tuduhan2 dia emang ada buktinya dan semua yang dia omongin bukan fitnah, kenapa harus ga tampil public aja dan bongkar semua kebusukan Timothy kalau emang dia punya banyak bukti"
@Aspirasirakyat07,"Saya sarankan sih para member yang emang benar merasa di rugikan sama Timothy apa lagi jika ada bukti yang bisa di pakai untuk proses hukum ya tinggal laporkan saja, 
Terus buat akun skyholic, jika tuduhan2 dia emang ada buktinya dan semua yang dia omongin bukan fitnah, kenapa harus ga tampil public aja dan bongkar semua kebusukan Timothy kalau emang dia punya banyak bukti"
@AnarkiPositif,"Sudah pijak tanah Indonesia
Kurang ajar mulutnya kena sodomi selesai. Algojo standby"
@Notojogan,"Makanya jer,, lu dulu pernah iklanin platform trading forex, gua larang lu, karena lu gak punya ilmunya. Dah bener gini aja jerr, aman. 


Btw skyholic888 udah pernah gua iseng hack, itu kelompok Geng Khong..."
@susilawatisisi27,"Ini anak masih muda ilmu hidupnya pastinya msh minim, waspada 😮"
@AyyWulandari-y5b,Pdhl kan jd youtuber dan selebgram udah kaya seperti bang jerry tapi kok ada aja kaya timothy mau menipu org
@pancakesweety77-rv2xm,Jika para developer awal bitcoin:2009-2011 tahu kelakuannya si Timothy yg sok pintar cm JD bahan ejekan krn lagaknya sok pintar ttg blockchain khususnya BTC
@saraoriginal_official,"Cukup modalin 1 org buat jd model crypto dan jutaan orang tetarik buat naro duitya di crypto., yg kaya 1 yg miskin jd lebih banyak krna nafsu pengen kaya😁"
@munifali751,Dari awal gk pernah tertarik dg percryptoan dan jijik dg bacotan si bocil timothi
@ICE_GamingChannel,"Gw dari awal si Timothy muncul udh gw block, apalagi dia koleb sama Ferry Irwandy, BigMo, dll semuanya gw block orang2 yg koleb sama dia. Problematik semua soalnya."
@EndaEnda-u5c5d,Simple ajah klau emang ingin org kaya dy tinggal live dn ikutin cara dy main cripto😂 malah buka kelas ngk jelas wkwkw
@dediarmanto,🤲
@AndroidNexian222-se6pk,sudaah lahhh lebih baik bekerja nyata tdk ada org kaya raya secepat itu butuh proses dan perjuangan belajar dari kasus sebelumnya deh
@muhammadfaizal9,"Buat yang masih belain tm karna suka tebak2 pemegang akun gini guys, lu harus tau om ded sama ko gema astronaci sama2 udah nyindir meskipun belum sebut nama. Pola ini kejadian juga beberapa waktu sebelum ik masuk penjara. 

Dan yang suka nebak akun2 akun, sederhana aja mana mungkin orang miskin nyari panggung dengan ngerusak nama orang kaya, mau bunuh diri emang? Ini drama kuat kuatan sutradara"
@nasruddinbahar685,"Jgn ikut investasi kalau gak tau ilmu nya, krn highrisk, kalau iq dan SDM tdk mampu, jgn lah ikut2 nyempplung,, apapun itu harus belajar dulu dan saran sy, ikutilah inspirasi yg memang sdh terbukti,  jgn yg cuma bisa ngomong tp tdk ada buktinya,l. Jgn bahas kekayaan kalau dia sendiri tdk punya kekayaan."
@AnarkiPositif,Baku hantam judulnya
@bangroy8946,Timothy TOLOL 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
@ABISHALIHDARMAWAN,Kamar jery di bayar brp ya buat bahas beginian wkwkwk
@rikysetiawannnn,"Tetep yg paling tolol si yg ikut kelasnya si, mana arogan arogan lagi pengikutnya 😂😂✌️"
@Tutorial45627,"pertanyaannya,,, nge hold crypto yg mrupakan indtrumen investasi yg d akui OJK sisi scam n penipuannya d mana...?? emang orang nge hold saham gk ada yg rugi? kok gk di sebut scam n nipu?"
@bahriestudio3528,"Indonesia ini banyak masyarakat yang pengen kaya Tapi gak mau proses = pengennya instan seperti pesugihan, ziarahkubur meminta minta pada kuburan, pergi kedukun"
@timunhitam8588,"Belajar trading sendiri aja gess, ngapain sih ikut kelas mahal2 mending buat modal. TA kalo lo tekun dan gak bego2 banget, banyakin backtest, cari tutor di internet, coba dulu akun demo, paling beberapa bulan lo udah nemu pattern yg cocok buat lo sendiri. Fundamental update, lo tinggal liat YT tuh bejibun konten kreator pagi sampe malem. Psikologi, MM, lo bakal dapat sendiri kalo sudah jalan pengalaman trading. Awal boncos wajar, anggep aja uang sekolah, tapi gak semahal biaya ikut kelas juga asal bisa kontrol."
@suyanto3451,"Akun yg entah dari mana, kalo negatif, pasti dipercaya, padahal yg posting juga gak tau siapa.. Mesti liat 2 sisi, kalo orang kaya karena bitcoin crypto yah itu bener adanya dan banyak kejadian nyatanya.. Yg rungkat juga banyak namanya juga trading."
@steychip,"""dia kentut juga terdengar seperti yanyian yg merdu""🗿"
@PembalapNo1Gensokyo,Ternyata dibalik akun tersebut adalah Mr fungfufangfa
@jendralperang8450,seru kamar jerry bahas timothy 🔥👌
@callofodinschosen,"Target dia anak muda yang belum berpengalaman terus di buat lah grup atau kelas agar terkesan seperti belajar padahal isinya POM-POM KOIN MICIN, DENGAN HARAPAN ANAK2 MUDA YANG PUNYA MODAL DAN MALAS KERJA MELAKUKAN ALL IN ASET NYA KEPADA KOIN MICIN, SETELAH MASUK JEBAKAN, DIA MENARIK SEMUA ASET NYA, SAMPAI NOL, AL HASIL TOKEN JADI TAK BERHARGA, DAN DIA CUMAN BILANG KALIAN TERLAMBAT DAN KURANG CEPAT MENDENGAR INFORMASI DARI SAYA 😅"
@ara3x,Nambang ct gratisan aja lebih aman😊
@biasijmaramadhana8964,"makan tuh gombalan si Timothy. Timothy itu ibarat judol dan pinjol. kyk pinjol yg janjikan dapat bonus gede kalo berani taruhan, ehh malah bikin bokek. kyk pinjol yg mau pinjamin duit, ehh tagihan utang malah lebih gede dari utang dan bikin stress. orang yg bisa kaya mendadak kebanyakan emang tukang tipu."
